,text,sentiment
7558,@TLRailUK The services have been running more punctually lately. The toilets are great. I appreciate the air con in the summer. The screens onboard showing info about the train are fab.,positive
7033,@TLRailUK Please can you tell me why the delayed 10:56 Hitchin to Brighton train didn’t stop at Stevenage as indicated on the board at Hitchin. I’m now going to be 50 minutes late for an important business meeting because of this.,negative
5532,"@TLRailUK But you made no announcements on the train and I actually wanted 1738 which was cancelled to tbd why did you not talk about the delay, you are a joke",neutral
9679,@TLRailUK when are we getting WiFi on the 700 series trains out of Kings Cross? Frustrating,negative
2151,1803 Thameslink train to Peterborough: Delayed - plat 2 1826 Thameslink train to Horsham: On time - plat 1 1834 Thameslink train to Peterborough: Cancelled 1856 Thameslink train to Horsham: On time - plat 1 1904 Thameslink train to Peterborough: expected 1925 - plat 2,negative
3063,@GNRailUK @TLRailUK @grantshapps @gnrupdates @transportgovuk Sitting at Finsbury Park on the 18:00 MOG to WGC train. Been here 20 mins waiting for a driver. Absolutely shambolic.,negative
3714,"@Nick_Wyatt @TLRailUK Come on Nick, how can you expect @TLRailUK to consider WiFi would get so big when the new trains were commissioned in 2014?",negative
14321,Wondering what's the point of waiting until the last possible minute to make a delayed @TLRailUK not stop at its booked stops? Aware of disruption in Cricklewood area but last minute changes? Not helpful especially as frustration is then taken out on YOUR stn staff,negative
12749,"Major train delays into London as upgrade works hit Southern, Thameslink and Gatwick Express services https://t.co/ttJGc2bh57 https://t.co/tbZVzKIChf",negative
4001,@Se_Railway 3 days in a row the 6-56 from gsend to CST has either been cancelled or delayed. Which means we will now be stuck behind that sodding @TLRailUK service. Trust that’ll be held at dartford?,negative
10926,@kisseswithamor @PozzyWozzy @TLRailUK Bet you hit the roof.,neutral
1679,0903 Thameslink train to Cambridge: expected 0925 - plat 4 0928 Great Northern bus to Watton-at-Stone: On time 0930 Thameslink train to Brighton: expected 0933 - plat 1 0933 Thameslink train to Cambridge: Delayed - plat 4 0928 LNER train to York: expected 0934 - plat 3,neutral
11886,Crossrail delays flashing me back to the good old days of Thameslink 2000 being nicknamed Thameslink 3000.,negative
3573,@MrTimDunn @TLRailUK before they are suddenly dashed when you see the seating... thats if you can get one of the most uncomfortable seats going.,negative
12594,Is this acceptable?? @TLRailUK A queue out the door and one ticket window open?? Did anyone not tell you it’s a Bank Holiday!!?? 😮🙄 https://t.co/bmr6jBQs4D,negative
15862,@TLRailUK Well I am sorry to say they don’t seem to care. That train went to 2 international airports TWICE with screens still stuck on that useless pointless incorrect page. Shame on you all if you think that is good enough. After all this time I’ve been reporting this fault!,negative
16783,Travelling on 1629 @TLRailUK Flitwick to Brighton - litter everywhere (esp coach 5) + many boots 👢on seats. Need proper train 🚄guard,negative
954,(Thameslink Update) 08:16 Sutton Surrey to St Albans City due 09:36 - 08:16 Sutton Surrey to St Albans City due 09:36 has been delayed between City Thameslink and Farringdon and is now 7 minutes late.,negative
603,#Thameslink Delays and some cancellations Northbound between Streatham and Blackfriars due to a broken down train at West Norwood.,neutral
14857,⚠️ NEW - Delays to Thameslink services through London #StPancras International expected until 10:00 https://t.co/nmWM9Z6Xwl,neutral
10401,@benjamingardne4 @TLRailUK So how do the ownership and management differ between BFR and CTK? Why aren’t the toilet facilities both free?,negative
10870,@jonjgardner @KeaneJohn69 @TLRailUK When I have been a daily commuter on TL services the communication relating to delays has been dreadful. Their reply to you made no reference to the tragic circumstances. I hope you get to where you need to be asap.,negative
1066,"(Thameslink Update) 11:28 Rainham Kent to Luton due 14:01 - 11:28 Rainham Kent to Luton due 14:01 has been previously delayed, has been further delayed at Northfleet and is now 6 minutes late.",neutral
14449,"when @networkrail cancel all the @TLRailUK trains this morning due to the delay at Blackfriars, perhaps their director of operators would like to come and meet customers and get some direct feedback on the service they deliver? @NetworkRailSE",neutral
15074,🙌 to the woman at West Hampstead Thameslink who told a man to wait as people were still getting off the 8.15 (I was one of them) when he tried boarding.,neutral
15756,@TLRailUK Luton to flitwick 23:11. This is same train I caught to go to Luton earlier this evening 405109. It still has the screens stuck on the “The train is being held at a red signal” page. This means it went from Bedford to Brighton and back to Bedford with this fault. https://t.co/C5G3RauFca,negative
7325,"@TLRailUK Thanks Alex, please may you look into the others as well? The ones from NJ to Horsham are again delayed. Need to be in work by a certain time this morning",neutral
1551,0104 Thameslink bus to Peterborough: On time 0152 Thameslink train to Peterborough: Delayed - plat 1 0242 Thameslink train to Peterborough: On time - plat 1,negative
11571,A massive thank you to the driver of the @TLRailUK 18.26 from Blackfriars to Bedford. Quite a few of us running to catch the train and he made sure we all got on before leaving. Saved us a 20 minute wait in the cold. Great customer service. 👍,positive
7197,@TLRailUK Sounds lazy not to use the correct delay reason 🙄,neutral
3586,@Nakameowdough @TLRailUK Perhaps if they added an extra carriage or put the money they get from the price hikes to good use on better doors!! 20mins later in now waiting outside London bridge wtf,negative
8712,"@TLRailUK hi, coach 406003, first seat bay to right of door D2, window film has been peeled off. Presently at Sevenoaks, train ID was 9Y35",negative
9942,@TLRailUK wifi not working carriage 405135.,neutral
9709,@TLRailUK where is the 20:09 Rainham service from City Thameslink? Currently just saying delayed and has been for 10 minutes now. Can we have some more information please?,negative
14147,"We're very sorry about the delays this morning. We have some damage to the electric cables which feed the third rail, which in turn powers the trains. We're on the case trying to get this fixed ASAP. Check with @TLRailUK and @SouthernRailUK before you travel.",neutral
16194,@dankell @TLRailUK @LDNLutonAirport 🙄 If the departure time is 23:13 then it means the wheels must be turning by then NOT that the doors close at that time. Thameslink do advertise doors will close up to 30 secs early via station posters and announcements. They have done nothing wrong and the train left on time.,negative
11306,"@sapchavda @Alex_LTG @TLRailUK Ngl almost 75% of the time, the delays that @TLRailUK have to deal with, weren't even caused by them. It's either a trespass or something to do with @networkrail.",negative
7651,"@TLRailUK To make it clear, it’s the external toilet indicator lights, sorry I should have been more cleaner",neutral
1877,1213 Great Northern train to Moorgate: Delayed - plat 1 1223 Great Northern train to Moorgate: Cancelled 1224 Great Northern train to Watton-at-Stone: Cancelled 1224 Thameslink train to Peterborough: expected 1226 - plat 7,neutral
4831,@TLRailUK @Jay32666899 Why isn't there wifi on every train?,neutral
3293,@JackReeveTNC @TLRailUK Hope you get home mate. 2 1/2 hours door to door and charged double,neutral
3663,@NetworkRailSE @SouthernRailUK @TLRailUK @GatwickExpress Fair play explaining it your Twitter comms have improved drastically recently and it’s appreciated. I’m not sure the usually delays repay is enough this time though. The impact last night was devastating,negative
15893,"@TLRailUK You know when you spend £££ on a train and there are no seats, so you stand for an hour or so. Oh, you do know because it happens every day! So then why do you do nothing about it? #standingroomonly https://t.co/WLWPysEi1i",negative
8568,@TLRailUK good morning. I'm on coach 408109 and it sounds like a wheel below me near D1 doors has a bad flat spot. Usually it's a smooth ride but there's been a steady thud-thud-thud-thud during the journey. Thank you!,neutral
6813,"@TLRailUK No I've got a seat, I just don't know why I bothered to pay extra for it when other people have just wandered in on normal tickets and don't get any form of penalty because there's not ticket inspectors checking!",negative
1583,0632 Thameslink train to Cambridge: Delayed - plat 3 0640 Thameslink train to Kings Cross: On time - plat 1 0644 Thameslink train to Peterborough: Cancelled 0647 Thameslink train to Horsham: On time - plat 1 0649 Great Northern train to Kings Cross: On time - plat 2,neutral
9037,@TLRailUK no announcements in the 7.25am London bridge to gatwick that the airport station is closed since 5.00am ...how do you define and measure customer service? #gatwickairport #Gatwick #thameslink,negative
14027,"Train delays on pretty much every train locally to/from London Replacement buses on Great Northern and Thameslink between Hitchin to Cambridge due to power supply problems West coast mainline: Trespass delays on Virgin, London Northernwestern & London Overground #HeartNews https://t.co/Yblr8nNdIJ",negative
10550,"@cpswan @TLRailUK More leg room. Seats stiffer. Ok to work, less ok for sitting back to read/think/whatever.",negative
