,text,topic
183,#TLUpdates - Due to a fault with the signalling system between Norwood Junction & New Cross Gate the line towards London Bridge is disrupted. Services in the area may be delayed by up to 15 minutes or running non stop between Norwood Junction & London Blackfriars.,delays
184,#TLUpdates - Due to a fault with the signalling system between Peterborough and Finsbury Park trains have to run at reduced speed on all lines. Services running through these stations will be cancelled or delayed by up to 30 minutes. ℹ️ More information to follow.,delays
185,"#TLUpdates - Due to a fault with the signalling system between Peterborough and Hitchin, trains have to run at reduced speed on southbound services towards Hitchin. Services running through these stations will be delayed by up to 5 minutes. ℹ️👇 https://t.co/iYMraBkjSy",delays
186,"#TLUpdates - Due to a fault with the signalling system between Sevenoaks and Bromley South, train services running through these stations may be cancelled or delayed. ℹ️ Please check your journey before travelling 👇 https://t.co/zhjnaVShod",delays
187,"#TLUpdates - Due to a fault with the signalling system between Welwyn Garden City and Potters Bar, trains have to run at reduced speed on services towards London. Services running through these stations will be delayed by up to 5 minutes. ℹ️👇 https://t.co/iYMraBkjSy",delays
188,#TLUpdates - Due to a fault with the signalling system identified by @NetworkRailSE between Gatwick Airport and Redhill. Train services running through these stations may be cancelled or delayed. More information to follow.,delays
189,#TLUpdates - Due to a fault with the signalling system identified by Network Rail at Welwyn Garden City services running through this station may be subject to cancellation an delay. More info to follow.,delays
190,"#TLUpdates - Due to a fire next to the track at Streatham, train services running through the station will be cancelled, delayed or diverted via alternative routes. ℹ️ More information to follow.",delays
191,"#TLUpdates - Due to a fire next to the track between Littlehampton and Horsham, the line towards London is disrupted. Services will be cancelled or delayed by 15 minutes - this can be expected until the end of the day. More information to follow.",delays
192,"#TLUpdates - Due to a fire next to the track between West Hampstead Thameslink and St Albans City train services running through these stations may be cancelled, delayed or revised. Network Rail are investigating this incident and liaising closely with us.",delays
193,"#TLUpdates - Due to a number of incidents between Finsbury Park & Peterborough, services running through these stations may be cancelled or delayed by up to 20 minutes. Please check your journey prior to travel, as short notice alterations may occur. ℹ️ More info to follow.",delays
194,"#TLUpdates - Due to a number of trains developing faults on our network this morning, stopping services southbound towards London are being delayed. Also, more trains are using the non-stopping line, again causing delays. Services are being delayed by up to 20 minutes.",delays
195,"#TLUpdates - Due to a passenger being taken ill on a train at St Albans City, services on our northbound lines are being disrupted. We are hoping to get all of the trains in the area moving shortly, but we are waiting for confirmation. ℹ️ More details 👇 https://t.co/iYMraBkjSy",delays
196,"#TLUpdates - Due to a passenger being taken ill on a train at Stevenage, some lines towards Welwyn Garden City are currently blocked. We are anticipating service delays at this time. Please continue to make use of your normal route. More information to follow.",delays
197,"#TLUpdates - Due to a points failure at Brighton, train services running to and from this station will be delayed.This will have an impact on train services into Brighton, and from Brighton towards Haywards Heath and Hove.Please allow more time for your journey this morning.",delays
198,"#TLUpdates - Due to a points failure at Cambridge, train services running through this station will be delayed.We therefore ask that you check journey planners if possible before departure, and we will update you as soon as we receive more information.",delays
199,#TLUpdates - Due to a points failure at London Bridge the line towards London Bridge is disrupted. Train services running to and from this station may be cancelled or delayed. ℹ️ More info below 👇 https://t.co/tEkMcASrXB,delays
200,"#TLUpdates - Due to a points failure at Welwyn Garden City all southbound lines are blocked. Services will be cancelled, delayed or diverted between Stevenage and Finsbury Park. More information to follow",delays
201,"#TLUpdates - Due to a points failure between Shortlands and Denmark Hill, the line towards London Bridge is blocked. Services running through these stations will be cancelled, delayed or diverted between Shortlands and Herne Hill. ℹ️ More information to follow.",delays
202,"#TLUpdates - Due to a points failure between St Albans City and West Hampstead Thameslink, the line towards London St Pancras International is blocked.Train services running through these stations may be cancelled or delayed.More information to follow.",delays
203,"#TLUpdates - Due to a points failure between Three Bridges and Haywards Heath, all lines are closed. Services running through these stations may be cancelled or delayed. More information to follow.",delays
204,#TLUpdates - Due to a points failure between West Hampstead Thameslink and Kentish Town some southbound lines are blocked. Services will be delayed or revised - please allow extra time for travel on journeys towards central London. ℹ️ Stay up to date 👇 https://t.co/bEuo0tIgxA,delays
205,"#TLUpdates - Due to a points failure identified by Network Rail between West Hampstead Thameslink and St Albans City, services running between these stations are currently subject to delay. More information to follow.",delays
206,"#TLUpdates - Due to a problem currently under investigation at East Croydon, services running through this station are subject to delay and cancellation. More information to follow.",delays
207,"#TLUpdates - Due to a problem currently under investigation at St Pancras International, the line towards London Blackfriars is blocked. Services will be delayed at this time. More information to follow.",delays
208,#TLUpdates - Due to a problem currently under investigation between Bat & Ball and Sevenoaks the line is blocked. Services running through these stations will be cancelled or delayed. ℹ️ More information to follow.,delays
