,text,topic
6673,@TLRailUK Just caught the 1912 from KX. Tannoy said doors would close 2 mins early. Train left early. Should timetables be rewritten to reflect this? The 19:12 from a passenger perspective is effectively the 19:10,none
1221,(Thameslink Update) 16:37 St Albans City to Sutton Surrey due 18:14 - 16:37 St Albans City to Sutton Surrey due 18:14 is being delayed at St Albans City.,delays
15430,@SimonBogdon @tlupdates @TLRailUK I got told the time table would bring more trains but not even a direct train these days gone at the days are 3 direct trains an hour can’t even get one direct home!!!!! @GrumpNow,service
10410,@bightaylor @TLRailUK @LNER @northernassist 10/10 mask form.,covid
4068,@Se_Railway But you said it was delayed by 7 mins when it was only 4 mins. How is it fair that a 4 min delay turned into a delay over 10 mins because you couldn’t hold the Thameslink service 1 min? The 17:25 literally sat outside Gravesend waiting for the TL service to leave. Unacceptable.,delays
5853,"@TLRailUK Hello, if I would like to buy a ticket from Gatwick airport with London travel card 1-6 for the 17 November from your site I need to chose a particular time of departure, but if I will be in delay what will happen? Thanks",tickets/seat_reservations
15497,"@TLRailUK @BorisJohnson @Number10press @yasinmpbedford this is getting out of hand I spend £6,000 a year for this service what have you done with my hard earned money for rubbish service. Someone needs to go to court for this and get some cash for us!!!!!!!!",service
12492,I rarely get offered a seat: badge or no badge. Are your experiences the same? Fill in this survey re: commuting when pregnant. You don’t need to be preggo to do it! ⁦@GNRailUK⁩ ⁦@gnrupdates⁩ ⁦@hitchincommuter⁩ ⁦@TLRailUK⁩ https://t.co/4AZcDDFGiQ,seats
13026,"Please can you pass on my congratulations @TLRailUK to the driver of the late running 20:21 WHT to Rainham service, who after your screens alerting passengers it was altered to leave from platform 3, decided to go straight past without stopping.",delays
8644,"@TLRailUK hi How do i claim back for the messed up time table, i'm a season ticket holder.",tickets/seat_reservations
12707,London Bridge. Thank goodness the 1515 to ‘Brighton via’ is running 🙄 Even more confusing it’s just been announced ‘the 1515 Thameslink service to Brighton has been cancelled due to the lack of a train crew’😳 And here it is 👍 https://t.co/FD3tndT36v,delays
9815,@TLRailUK why for the second day in a row on the 6.47 from strood are we waiting for a relief driver??,delays
10517,"@christt @TLRailUK Thanks. What was amazing was how lovely everyone was - it was really late, but no-one moaned about being delayed, everyone commented on the poor person and how awful for their family, everyone was worried about the driver. And had some brilliant chats with folk.",delays
10900,"@katellllff Hi Kate, apologies for the delayed response. The vouchers are valid with any railway tickets, so Thameslink would be fine. You can book in advance by calling our booking line on 020 7887 8888 or in person.",delays
5476,@TLRailUK As I said it was every single screen in every single carriage. I couldn't see the carriage number (yes I know where they are). Given it's the whole train I'm sure you can establish the carriage numbers being used for that specific service. cc @CoyModemKnight,announcements
10033,"@TLRailUK your information screens on the service i just boarded at 0818 from SNO towards HRH are wrong, again... https://t.co/aelpo6cceZ",announcements
14382,"a dangerous situation has just been caused by diverting the 0838 at Finsbury park to platform 4 with little warning. It caused a crush in the subway with fists flying, the fact the train does not waIt encourages this. It is safer to cancel rather than serve plat 4. @TLRailUK https://t.co/5JsdJlGNKS",delays
2143,1758 Great Northern train to Peterborough: expected 1803 - plat 1 1811 Thameslink train to Peterborough: expected 1813 - plat 1 1818 Thameslink train to Horsham: Delayed - plat 4 1828 Great Northern train to Peterborough: On time - plat 1,delays
156,"#TLUpdates - An obstruction was identified near the points and this has now been cleared. Normal working service between the two stations is expected to resume imminently, however residual delays to services in the area are expected. ℹ️👇 https://t.co/iYMraBkjSy",delays
8716,"@TLRailUK hi, just left my jacket on a train from south coast to Bedford (the one that just went past St Pancras at 9am). Black north face in rack above seats. Can you help at all??",none
14712,"⚠️ #TLUpdates - Services between London Bridge and East Croydon will be subject to delay, cancellation and alteration following a signalling fault. ℹ️More information to follow, service updates and travel advice👉https://t.co/pldm8dLlKP https://t.co/t3CVULVc4J",delays
3934,@RosiePosieBTN @TLRailUK Rear carriage looks like first class but is totally declassified. Same price as standard but with head rest tissue and wider seat,seats
14050,"Travelling from Harpenden to @Gatwick_Airport today with @TLRailUK, I will never whinge about @IrishRail prices again - £32 each o/w - just ouch!! ☹️",none
1405,(Thameslink Update) 21:07 St Albans City to Sutton Surrey due 22:47 - 21:07 St Albans City to Sutton Surrey due 22:47 has been delayed at Kentish Town and is now 15 minutes late.,delays
12355,Hi @TLRailUK do you purposely have WiFi to match your services? Absolute shit? https://t.co/chNSGVwE3p,wifi
10796,@hughwilloughby @TLRailUK Same here! A 10 min delay costs me my connection... half an hour wait at Norwood Junction here I come.,delays
10976,@lizerally Why does Thameslink WiFi refuse to load Instagram I want to know!!!!!!!,wifi
5890,@TLRailUK Hi - given the issues/delays do you know if I will be able to access STP platform A for the Sutton trains (which don't seem to be affected)? Reason I ask is because last time the ticket gates were closed due to overcrowding on other platforms,delays
8799,@TLRailUK how has your driver managed to stop a 12 car train at the 8 car marker at St Pancras? Door opening sound was shown in cars 9-12 for about 10 seconds before correcting themselves. (18:16 LEA - EGR),train_general
2605,@AndrewPurr @tlupdates @TLRailUK No it was deliberately diverted to run direct from Sutton to streatham to avoid fines & cheaper to pay repay & leave pax to wait for next.,delays
13206,"So @Se_Railway and @TLRailUK who do I direct my delayrepay too? Could not get on the delayed Thameslink 18:18 London Bridge to Gravesend due to serious overcrowding, now on the delayed Southeastern train also London Bridge 18:34 which will finally make me over 30 mins late!",delays
12174,Good to see more investment in station facilities at @TLRailUK Luton with a brand new CIS screen but wish they put in step free access to all platforms 😂 https://t.co/XzQl4JtlL2,none
5929,"@TLRailUK Hi Lola, Thanks for replying so quickly. It would be interesting to know how this happened, although I understand mistakes occur from time to time. I will try and claim through delay repay as suggested.",delays
15629,"@TLRailUK Guys, we're on the 15:00 train from St Pancras to Brighton and all three toilets are out of order. :( Not okay. 🚻🚫",toilets
15934,@TLRailUK could you not have announced the delay to the 07:41 PRP - Cambridge 2 minutes earlier so we could have taken the Bedford service?!? 😡,delays
3349,"@JoshClaark Hi Josh, it looks as though you've been delayed due to a fault with a Thameslink service which you were diverted around. ^JW",delays
9572,"@TLRailUK we are waiting on the 0915 from Peterborough Potters Bar. When will we start moving, I have a flight to get. You are not providing enough information!!",delays
7791,"@TLRailUK What a surprise, yet again trains from Farringdon to Elstree are delayed. Well done Thameslate for your infrequent and unreliable service.",delays
70,"#ForestHill - London Overground services are no longer affected by Southern and Thameslink services across the network may be delayed, cancelled or revised until approximately 22:00.",delays
9218,@TLRailUK ridiculous delays today,delays
4308,@SouthernRailUK why are you not moving the train. We are stuck outside Sutton waiting for our connecting train and no doubt you are letting the Thameslink in front!,delays
16586,It's not often that I feel a train company has been trated unfairly #DontStickYourHeadOutTheWindow BBC News - Govia Thameslink fined £1m over Gatwick Express window death https://t.co/vqbT8oA5tU,none
6615,@TLRailUK I’m now stuck just after West Hampstead trying to get to elstree. I will be incredibly delayed - can I claim my delay?,delays
11678,"Angry that my bae the @GatwickExpress isn't keeping to my times today, gutted to deal with the #Thameslink legroom and lack of plugs. At least my trip will be worth it!",plugs
11785,Bakerloo Line: Severe delays Queens Park to Elephant & Castle while we fix a signal failure at Baker Street. GOOD SERVICE on the rest of the line. London Underground tickets will be accepted on Thameslink and local bus services.,delays
